title,author_name,image_url,num_pages,average_rating,text_reviews_count,description,5_star_rating_counts,4_star_rating_counts,3_star_rating_counts,2_star_rating_counts,1_star_rating_counts,total_rating_counts,genres
The Portrait of a Lady,Janet McAlpin,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.91,3,Penguin Readers Level 3When Isabel Archer a young American woman with looks wit and imagination arrives in Europe she sees the world as a place of brightness of free expression of irresistible action She turns aside from suitors who offer her their wealth and devotion to follow her own path But that way leads to disillusionment and a future as constricted as a dark narrow alley with a dead wall at the end In a conclusion that is one of the most moving in modern fiction Isabel makes her final choice The Portrait of a Lady is the masterpiece of Jamess middle period and Isabel is perhaps his most engaging central character This edition provides a challenging new introduction and detailed notes the text is that of the New York Edition and includes Henry Jamess own Preface,3,5,2,1,0,11,"to-read, classics"
The Portrait of a Lady,Henry James,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.77,2923,The heroine of this powerful novel is the spirited young American Isabel Archer Blessed by nature and fortune she journeys to Europe to seek her future but what she finds may prove to be her undoing She is courted by three men an English aristocrat an American gentleman and a sensitive expatriate Her invalid cousin becomes her benefactor and adviserBut it is after the ingenuous Isabel falls prey to the schemes of an infinitely more sophisticated older woman that her life takes shape Rich in character and the interplay of tensions The Portrait of a Lady is a brilliant timeless and essential American novel,21937,25478,18469,6174,2698,74756,"all-time-favorites, 1001-books-to-read-before-you-die, nook, unfinished, classic-literature, audiobooks, novels, 19th-century, classics-to-read, e-book, british-literature, unread, classics-tbr, novel, favorites, 19th-century-literature, owned-tbr, penguin-classics, bookshelf, to-read, adult, library, my-library, romance, 1001-import, default, owned, must-read, ebook, owned-to-read, to-read-fiction, classici, american-classics, classic-fiction, adult-fiction, currently-reading, fiction, victorian, english-literature, american, didn-t-finish, england, italy, wish-list, classics, favourites, lit, personal-library, classic-lit, well-educated-mind, have, historical-fiction, british, american-literature, 1001-books, audiobook, general-fiction, home-library, europe, to-reread, own-to-read, school, tbr, audio, classic-novels, henry-james, american-lit, books-i-own, on-my-shelf, my-books, owned-books, tbr-classics, literary-fiction, the-classics, 1800s, dnf, college, ebooks, to-read-classics, to-buy, my-ebooks, 1880s, abandoned, usa, literary, did-not-finish, clàssics, 1001-books-to-read, 1001-books-you-must-read-before-you, kindle, english, 1001, historical, classic, i-own, on-my-bookshelf, own-it, america, literature, book-club"
Portrait of the Blue Lady The Character of Melancholy,Lyn Cowan,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328699194l/267._SX98_.jpg,314,4.3,1,Once imagined in past centuries as an affliction from the gods and as a majestic woman of power and wisdom Dame Melancholy the Blue Lady has been reduced to a modern impersonal clinical category But we all get the blues sometimes and how are we to understand what is going on in the psyche in those blue moods This book written in a lyrical style with wit and passion intends to redeem melancholy and restore it to its rightful place in the human psyche as a Muse of creative force a characteristic of greatness and a bittersweet comfort in the sensitive soul,4,5,1,0,0,10,"to-read, psychology"
The Portrait of a Lady,Henry James,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,704,3.77,2923,Described by F R Leavis as one of the two most brilliant novels in the language The Portrait of a Lady tells the story of Isabel Archer young American and eager to embrace life as she makes her choice from the suitors who court her She is true to her principles but at what cost,21937,25478,18469,6174,2698,74756,"all-time-favorites, 1001-books-to-read-before-you-die, nook, unfinished, classic-literature, audiobooks, novels, 19th-century, classics-to-read, e-book, british-literature, unread, classics-tbr, novel, favorites, 19th-century-literature, owned-tbr, penguin-classics, bookshelf, to-read, adult, library, my-library, romance, 1001-import, default, owned, must-read, ebook, owned-to-read, to-read-fiction, classici, american-classics, classic-fiction, adult-fiction, currently-reading, fiction, victorian, english-literature, american, didn-t-finish, england, italy, wish-list, classics, favourites, lit, personal-library, classic-lit, well-educated-mind, have, historical-fiction, british, american-literature, 1001-books, audiobook, general-fiction, home-library, europe, to-reread, own-to-read, school, tbr, audio, classic-novels, henry-james, american-lit, books-i-own, on-my-shelf, my-books, owned-books, tbr-classics, literary-fiction, the-classics, 1800s, dnf, college, ebooks, to-read-classics, to-buy, my-ebooks, 1880s, abandoned, usa, literary, did-not-finish, clàssics, 1001-books-to-read, 1001-books-you-must-read-before-you, kindle, english, 1001, historical, classic, i-own, on-my-bookshelf, own-it, america, literature, book-club"
The Portrait of a Lady,Henry James,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,635,3.77,2923,The Portrait of a Lady by Henry James is part of the Barnes amp Noble Classicsseries which offers quality editions at affordable prices to the student and the general reader including new scholarship thoughtful design and pages of carefully crafted extras Here are some of the remarkable features of Barnes amp Noble ClassicsNew introductions commissioned from todays top writers and scholarsBiographies of the authorsChronologies of contemporary historical biographical and cultural eventsFootnotes and endnotesSelective discussions of imitations parodies poems books plays paintings operas statuary and films inspired by the workComments by other famous authorsStudy questions to challenge the readers viewpoints and expectationsBibliographies for further readingIndices amp Glossaries when appropriateAll editions are beautifully designed and are printed to superior specifications some include illustrations of historical interest Barnes amp Noble Classics pulls together a constellation of influences—biographical historical and literary—to enrich each readers understanding of these enduring worksThe Portrait of a Lady features one of the author’s most magnificent heroines Isabel Archer a beautiful spirited American who becomes a victim of her provincialism during her travels in Europe As the story begins Isabel resolved to determine her own fate has turned down two eligible suitors Her cousin who is dying of tuberculosis secretly gives her an inheritance so that she can remain independent and fulfill a grand destiny but the fortune only leads her to make a tragic choice and marry Gilbert Osmond an American expatriate who lives in Florence Outwardly charming and cultivated but fundamentally cold and cruel Osmond only brings heartbreak and ruin to Isabel’s life Yet she survives as she begins to realize that true freedom means living with her choices and their consequences Richly complex and nearly aesthetically perfect The Portrait of a Lady brilliantly portrays the clash between the innocence and exuberance of the New World and the corruption and wisdom of the Old,21937,25478,18469,6174,2698,74756,"all-time-favorites, 1001-books-to-read-before-you-die, nook, unfinished, classic-literature, audiobooks, novels, 19th-century, classics-to-read, e-book, british-literature, unread, classics-tbr, novel, favorites, 19th-century-literature, owned-tbr, penguin-classics, bookshelf, to-read, adult, library, my-library, romance, 1001-import, default, owned, must-read, ebook, owned-to-read, to-read-fiction, classici, american-classics, classic-fiction, adult-fiction, currently-reading, fiction, victorian, english-literature, american, didn-t-finish, england, italy, wish-list, classics, favourites, lit, personal-library, classic-lit, well-educated-mind, have, historical-fiction, british, american-literature, 1001-books, audiobook, general-fiction, home-library, europe, to-reread, own-to-read, school, tbr, audio, classic-novels, henry-james, american-lit, books-i-own, on-my-shelf, my-books, owned-books, tbr-classics, literary-fiction, the-classics, 1800s, dnf, college, ebooks, to-read-classics, to-buy, my-ebooks, 1880s, abandoned, usa, literary, did-not-finish, clàssics, 1001-books-to-read, 1001-books-you-must-read-before-you, kindle, english, 1001, historical, classic, i-own, on-my-bookshelf, own-it, america, literature, book-club"
The Portrait of a Lady,Henry James,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,640,3.77,2923,By using the 1882 edition of The Portrait of a Lady the text reflects more clearly the culture from and to which it was written A significant number of fairly contemporary materials deal with etiquettebehavior conceptions of the American girl and the American woman discussions of Americans especially girlswomen living abroad and international marriages Magazine and newspapers articles of the period also help to place Isabel Archer in a historical context The volume includes reprints of contemporary reviews emphasizing those that found the ending of the novel perplexing,21937,25478,18469,6174,2698,74756,"all-time-favorites, 1001-books-to-read-before-you-die, nook, unfinished, classic-literature, audiobooks, novels, 19th-century, classics-to-read, e-book, british-literature, unread, classics-tbr, novel, favorites, 19th-century-literature, owned-tbr, penguin-classics, bookshelf, to-read, adult, library, my-library, romance, 1001-import, default, owned, must-read, ebook, owned-to-read, to-read-fiction, classici, american-classics, classic-fiction, adult-fiction, currently-reading, fiction, victorian, english-literature, american, didn-t-finish, england, italy, wish-list, classics, favourites, lit, personal-library, classic-lit, well-educated-mind, have, historical-fiction, british, american-literature, 1001-books, audiobook, general-fiction, home-library, europe, to-reread, own-to-read, school, tbr, audio, classic-novels, henry-james, american-lit, books-i-own, on-my-shelf, my-books, owned-books, tbr-classics, literary-fiction, the-classics, 1800s, dnf, college, ebooks, to-read-classics, to-buy, my-ebooks, 1880s, abandoned, usa, literary, did-not-finish, clàssics, 1001-books-to-read, 1001-books-you-must-read-before-you, kindle, english, 1001, historical, classic, i-own, on-my-bookshelf, own-it, america, literature, book-club"
New Essays on the Portrait of a Lady,Joel Porte,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400880154l/271._SX98_.jpg,178,4.0,0,The Portrait of a Lady is arguably Henry James most appealing and accessible novel The introduction to this volume of specially written essays situates the novel in its cultural and historical context and discusses the important revisions that James later made to the text The essays that follow address the novels place in the tradition of modern narrative its relation to popular womens fiction on the question of marriage the influence of Henry James brother William and the character of the heroine seen from a psychoanalytic point of view,2,0,0,1,0,3,to-read
Portrait of a Lady,Henry James,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1317447414l/272._SX98_.jpg,0,3.77,2923,When Isabel Archer a beautiful spirited American is brought to Europe by her wealthy Aunt Touchett it is expected that she will soon marry But Isabel resolved to determine her own fate does not hesitate to turn down two eligible suitors She then finds herself irresistibly drawn to Gilbert Osmond who beneath his veneer of charm and cultivation is cruelty itself A story of intense poignancy Isabels tale of love and betrayal still resonates with modern audiences,21937,25478,18469,6174,2698,74756,"all-time-favorites, 1001-books-to-read-before-you-die, nook, unfinished, classic-literature, audiobooks, novels, 19th-century, classics-to-read, e-book, british-literature, unread, classics-tbr, novel, favorites, 19th-century-literature, owned-tbr, penguin-classics, bookshelf, to-read, adult, library, my-library, romance, 1001-import, default, owned, must-read, ebook, owned-to-read, to-read-fiction, classici, american-classics, classic-fiction, adult-fiction, currently-reading, fiction, victorian, english-literature, american, didn-t-finish, england, italy, wish-list, classics, favourites, lit, personal-library, classic-lit, well-educated-mind, have, historical-fiction, british, american-literature, 1001-books, audiobook, general-fiction, home-library, europe, to-reread, own-to-read, school, tbr, audio, classic-novels, henry-james, american-lit, books-i-own, on-my-shelf, my-books, owned-books, tbr-classics, literary-fiction, the-classics, 1800s, dnf, college, ebooks, to-read-classics, to-buy, my-ebooks, 1880s, abandoned, usa, literary, did-not-finish, clàssics, 1001-books-to-read, 1001-books-you-must-read-before-you, kindle, english, 1001, historical, classic, i-own, on-my-bookshelf, own-it, america, literature, book-club"
The Portrait of a Lady,Henry James,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.77,2923,Regarded by many critics as Jamess masterpiece this superbly crafted novel presents Isabel Archer a young American heiress newly arrived in Europe Spirited and independent Isabel is determined to make her own decisions in James penetrating psychological and social insight Simultaneous release with the Viking hardcover Now a major motion picture starring Nicole Kidman John Malkovich and Meryl Streep,21937,25478,18469,6174,2698,74756,"all-time-favorites, 1001-books-to-read-before-you-die, nook, unfinished, classic-literature, audiobooks, novels, 19th-century, classics-to-read, e-book, british-literature, unread, classics-tbr, novel, favorites, 19th-century-literature, owned-tbr, penguin-classics, bookshelf, to-read, adult, library, my-library, romance, 1001-import, default, owned, must-read, ebook, owned-to-read, to-read-fiction, classici, american-classics, classic-fiction, adult-fiction, currently-reading, fiction, victorian, english-literature, american, didn-t-finish, england, italy, wish-list, classics, favourites, lit, personal-library, classic-lit, well-educated-mind, have, historical-fiction, british, american-literature, 1001-books, audiobook, general-fiction, home-library, europe, to-reread, own-to-read, school, tbr, audio, classic-novels, henry-james, american-lit, books-i-own, on-my-shelf, my-books, owned-books, tbr-classics, literary-fiction, the-classics, 1800s, dnf, college, ebooks, to-read-classics, to-buy, my-ebooks, 1880s, abandoned, usa, literary, did-not-finish, clàssics, 1001-books-to-read, 1001-books-you-must-read-before-you, kindle, english, 1001, historical, classic, i-own, on-my-bookshelf, own-it, america, literature, book-club"
The Portrait of a Lady,Henry James,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,0,3.77,2923,When Isabel Archer a beautiful spirited American is brought to Europe by her wealthy Aunt Touchett it is expected that she will soon marry But Isabel resolved to determine her own fate does not hesitate to turn down two eligible suitors She then finds herself irresistibly drawn to Gilbert Osmond who beneath his veneer of charm and cultivation is cruelty itself A story of intense poignancy Isabels tale of love and betrayal still resonates with modern audiences,21937,25478,18469,6174,2698,74756,"all-time-favorites, 1001-books-to-read-before-you-die, nook, unfinished, classic-literature, audiobooks, novels, 19th-century, classics-to-read, e-book, british-literature, unread, classics-tbr, novel, favorites, 19th-century-literature, owned-tbr, penguin-classics, bookshelf, to-read, adult, library, my-library, romance, 1001-import, default, owned, must-read, ebook, owned-to-read, to-read-fiction, classici, american-classics, classic-fiction, adult-fiction, currently-reading, fiction, victorian, english-literature, american, didn-t-finish, england, italy, wish-list, classics, favourites, lit, personal-library, classic-lit, well-educated-mind, have, historical-fiction, british, american-literature, 1001-books, audiobook, general-fiction, home-library, europe, to-reread, own-to-read, school, tbr, audio, classic-novels, henry-james, american-lit, books-i-own, on-my-shelf, my-books, owned-books, tbr-classics, literary-fiction, the-classics, 1800s, dnf, college, ebooks, to-read-classics, to-buy, my-ebooks, 1880s, abandoned, usa, literary, did-not-finish, clàssics, 1001-books-to-read, 1001-books-you-must-read-before-you, kindle, english, 1001, historical, classic, i-own, on-my-bookshelf, own-it, america, literature, book-club"
The Lover,Marguerite Duras,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423329337l/275._SX98_.jpg,117,3.74,2801,Set against the backdrop of French colonial Vietnam The Lover reveals the intimacies and intricacies of a clandestine romance between a pubescent girl from a financially strapped French family and an older wealthy ChineseVietnamese man from Wikipedia,10108,13228,10241,3355,970,37902,"short, favorite-books, 1001-books-to-read-before-you-die, autobiography, colonialism, translation, french, sexuality, goncourt, novels, non-fiction, modern-classics, female-author, memoir, novel, favorites, contemporary, european, 1001-to-read, to-read, novela, klassiker, adult, en-français, library, my-library, romance, 1001-import, default, owned, 20th-century, ebook, francais, women-authors, female-authors, french-authors, to-read-fiction, biblioteca, adult-fiction, currently-reading, fiction, women, nouveau-roman, novellas, read-in-french, vietnam, biography, littérature-française, wish-list, asia, novella, classics, favourites, classiques, french-books, in-translation, 1980s, français, french-literature, historical-fiction, women-writers, 1001-books, erotica, love, europe, letteratura-francese, france, read-in-2015, school, prix-goncourt, read-for-school, memoirs, books-i-own, narrativa, owned-books, my-books, literatura-francesa, literary-fiction, college, roman, francia, re-read, european-literature, to-buy, coming-of-age, abandoned, french-lit, translated, short-novels, 1001-books-to-read, women-in-translation, 1001-books-you-must-read-before-you, kindle, 1001, historical, marguerite-duras, classic, drama, literature, book-club"
Writing,Marguerite Duras,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,91,3.73,168,Written in the splendid bareness of her late style these pages are Marguerite Durass theory of literature comparing a dying fly to the work of style remembering the trance and incurable disarray of writing recreating the last moments of a British pilot shot during World War II and buried next to her house or else letting out a magisterial so what To question six decades of storytelling all the essays together operate as a deceitful yet indispensable confession,493,626,498,183,44,1844,"autoras, art, autobiography, pdf, في-مكتبتي, french, non-fiction, مارغريت-دوراس, femmes, female-author, memoir, short-stories, favorites, سير-ذاتية, european, 1900s, en-francais, books-on-writing, to-read, en-français, library, my-library, default, owned, 20th-century, ebook, francais, läst-2017, writing-writers, creative-nonfiction, currently-reading, fiction, women, on-writing, french-writers, عن-الكتابة, biography, franceses, littérature-française, essay, essai, essais, wish-list, read-2016, by-women, classics, favourites, escritoras, craft, writing, no-ficción, français, french-literature, essays, escritura, women-writers, language, female-writers, university, read-in-2018, letteratura-francese, france, school, on-kindle, fre, books-i-own, my-books, owned-books, skrivande, read-in-2014, to-re-read, re-read, to-buy, about-writing, french-lit, littérature, foreign-language, translated, read-2019, writers-on-writing, kindle, nonfiction, marguerite-duras, ensayo, literary-criticism, read-in-2020, literature"
The War,Marguerite Duras,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427838342l/278._SX98_.jpg,192,3.86,179,One of Frances greatest novelists offers a remarkable diary of the Nazi occupation of Paris during World War II and of its eventual liberation by the Allies Celebrating the 50th anniversary of the liberation this extraordinary diary by the author of The Lover is a haunting portrait of a time and place New York TimesWritten in 1944 and first published in 1985 Durass riveting account of life in Paris during the Nazi occupation and the first few months of liberation depicts the harrowing realities of World War IIera France with a rich conviction enhanced by a spare almost arid technique Julian Barnes The Washington Post Book World Duras by then married and part of a French resistance network headed by François Mitterand tells of nursing her starving husband back to health after his return from BergenBelsen interrogating a suspected collaborator and playing a game of cat and mouse with a Gestapo officer who was attracted to her The result is more than one womans diaryit is a haunting portrait of a time and a place and also a state of mind The New York Times,647,955,612,130,40,2384,"in-french, autobiography, translation, biography-and-memoir, french, non-fiction, novels, femmes, world-war-2, female-author, memoir, novel, short-stories, favorites, borrowed, european, read-2020, to-read, klassiker, en-français, autobiographies, library, default, owned, 20th-century, ebook, francais, women-authors, female-authors, currently-reading, fiction, women, nouveau-roman, shoah, for-university, diary, read-in-2019, biography, paris, littérature-française, world-war-ii, diaries, war, wish-list, dans-ma-bibliothèque, read-2018, classics, classiques, favourites, personal-library, lit, biographies-memoirs, 1980s, français, french-literature, ww-ii, bibliothèque, female-writers, university, french-classics, wwii, france, ww2, school, in-my-library, read-for-school, biography-memoir, autrices, books, memoirs, books-i-own, on-my-shelf, 1940s, school-books, my-books, owned-books, classiques-français, literatura-francesa, francesa, biografia, holocaust, bibliotheque, roman, europa, läst-2020, pile-à-lire, history, biography-autobiography, french-lit, pal, romans, nonfiction, historical, marguerite-duras, read-in-2020, consigliati, classic, multiplereadings, own-it, literature"
Destroy She Said,Marguerite Duras,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,133,3.67,78,In this classic novel by the bestselling author of The Lover erotic intrigue masks a chillingly deceptive form of madness Elisabeth Alione is convalescing in a hotel in rural France when she meets two men and another woman The sophisticated dalliance among the four serves to obscure an underlying violence which when the curtain of civilization is drawn aside reveals in her fellow guests a very contemporary perhaps even new form of insanity Like many of Durass novels Destroy She Said owes much to cinema displaying a skillful interplay of dialogue and description There are recurring moods and motifs from the Duras repertoire eroticism lassitude stifled desire a beautiful woman a mysterious forest a desolate provincial hotel Included in this volume is an indepth interview with Marguerite Duras by Jacques Rivette and Jean Narboni,196,320,244,82,25,867,"library, in-french, by-women, classics, favourites, my-library, lit, 20th-century-lit, avant-garde, default, owned, 20th-century, ebook, in-translation, francais, ma-bibliothèque, translation, euro-lit, français, french-literature, currently-reading, fiction, women, french, french-lit, women-writers, nouveau-roman, novellas, translated, contemporary-fiction, french-writers, novels, france, novels-novellas, read-in-2015, plays, read2017, novel, marguerite-duras, books-i-own, favorites, owned-books, european, literary-fiction, literature, to-read"
A Treasury of Kahlil Gibran,Kahlil Gibran,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,456,4.42,77,Kahlil Gibran author of The Prophet is known throughout the world as The Immortal Prophet of Lebanon and the Savant of his Age The very heart of the mystic East emerges in this monumental volume of the magnificent poetry and prose that he wrote in his beloved mother tongue Arabic Translated superbly into English here are the nine great books gathered together in one giant volume and now available in a paperback edition for Gibrans myriad admirers in AmericaIn these writings the Dante of the twentieth century offers verses and lyric prose which possess all the grandeur of rich music Here are the great truths and heartening joys drawn from the tears and sufferings of man Here are pages that sparkle with simile and symbolism of which Gibran is the worlds unquestioned masterAnd here is the profound exaltation of a great soul that has found salvation in the heart of sorrow In this book you will find wistful beauty fierce anger spellbinding majesty and the abiding peace that Eastern wisdom seeks eternally in contemplationThe nine books which make up A Treasury of Kahlil Gibran contain the texts of Secrets of the Heart Tears and Laughter and Spirits Rebellious together with hitherto unpublished writings by Gibran which are included in the brilliant preface by the distinguished Gibran scholar Martin L Wolf,1173,561,194,38,20,1986,"lebanon, library, my-library, classics, ebooks, gibran, default, owned, anthology, new-age, to-buy, my-ebooks, religion-islam, kindle-books, essays, poems, classic-literature, currently-reading, fiction, philosophy, eastern-philosophy, kahlil-gibran, hardcover, started, non-fiction, home-library, prose, spirituality, skimmed, kindle, wisdom, in-my-library, unread, khalil-gibran, bookshelf, nonfiction, to-read-own, novel, fiction-literature, audio_wanted, books, books-i-own, reference, short-stories, favorites, world-literature, poetry-prose, my-books, owned-books, wish-list, other, read-more-than-once, life-lessons, spiritual, poetry, literature, middle-east, religious, religion, to-read"
Love Letters,Kahlil Gibran,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,178,3.73,31,Kahlil Gibran and May Ziadah knew one another solely from each others work they never met but a correspondence began in mutual admiration which lasted until Gibrans death in 1931 This text reproduces their letters,138,121,114,41,19,433,"to-buy, جبران-خليل-جبران, gibran, favorites, currently-reading, romance, owned, khalil-gibran, nonfiction, poetry, non-fiction, to-read"
The Prophet,Kahlil Gibran,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403174434l/286._SX98_.jpg,128,4.22,10081,Kahlil Gibran’s masterpiece The Prophet is one of the most beloved classics of our time Published in 1923 it has been translated into more than twenty languages and the American editions alone have sold more than nine million copiesThe Prophet is a collection of poetic essays that are philosophical spiritual and above all inspirational Gibran’s musings are divided into twentyeight chapters covering such sprawling topics as love marriage children giving eating and drinking work joy and sorrow housing clothes buying and selling crime and punishment laws freedom reason and passion pain selfknowledge teaching friendship talking time good and evil prayer pleasure beauty religion and deathEach essay reveals deep insights into the impulses of the human heart and mind The Chicago Post said of The Prophet “Cadenced and vibrant with feeling the words of Kahlil Gibran bring to one’s ears the majestic rhythm of Ecclesiastes If there is a man or woman who can read this book without a quiet acceptance of a great man’s philosophy and a singing in the heart as of music born within that man or woman is indeed dead to life and truth”With twelve fullpage drawings by Gibran this beautiful work makes an incredible gift for anyone seeking enlightenment and inspiration,124062,69346,35303,10254,4885,243850,"favorite-books, all-time-favorites, faves, unfinished, lebanese, classic-literature, religion-philosophy, philosophy-spirituality, mysticism, philosophy, audiobooks, self-help, kahlil-gibran, personal-development, non-fiction, novels, spirituality, psychology, novel, short-stories, favorites, religion-spirituality, borrowed, أدب, favorite, inspiration, religious, philosophical, bookshelf, to-read, adult, library, my-library, default, owned, must-read, ebook, 20th-century, poems, currently-reading, fiction, read-in-2019, theology, e-books, self-improvement, spiritual, wish-list, روايات, recommended, faith, classics, favourites, personal-library, favourite, audio-books, essays, have, life, my-favorites, audiobook, love, home-library, to-reread, shelfari-favorites, arabic, in-my-library, books, books-i-own, on-my-shelf, my-books, owned-books, middle-east, religion, lebanon, to-re-read, ebooks, re-read, my-ebooks, to-buy, abandoned, poesia, philosophy-religion, islam, translated, جبران-خليل-جبران, kindle, english, wisdom, nonfiction, inspirational, spirit, read-in-2020, 5-stars, classic, i-own, other, own-it, poetry, literature, book-club"
Kahlil Gibran His Life and World,Jean Gibran,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,464,4.2,4,Drawing on masses of new and rediscovered material the authors describe Gibrans boyhood in Lebanon his familys impoverished years in turnofthe century Boston and his eventual friendship with that citys intellectual and artistic elite,18,14,7,0,1,40,"currently-reading, history, biography, khalil-gibran, to-read"
The Beloved Reflections on the Path of the Heart,Kahlil Gibran,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,102,4.19,27,Exquisite writings on love marriage and the spiritual union of souls add a fresh dimension to our understanding of the philosophy of love and the transformation of ones life through its allencompassing power,176,144,62,11,6,399,"my-library, classics, romance, default, owned, to-read, currently-reading, fiction, philosophy, kahlil-gibran, non-fiction, to-listen, spirituality, khalil-gibran, poem, books-i-own, favorites, classic, owned-books, شعر, poetry, literature, audio_wanted"
Jesus the Son of Man,Kahlil Gibran,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374680606l/290.jpg,216,3.98,206,In Jesus Son of Man Jesus is portrayed through the words of 77 contemporaries who knew him Gibran allows the reader to see Jesus through the eyes of a group of people enemies and friends alike Each has an opinion about Jesus based on their own experience Khalil Gibran was a LebaneseAmerican artist poet and writer As a young man he emigrated with his family to the United States where he studied art and began his literary career His Romantic style was at the heart of a renaissance in modern Arabic literature he is still celebrated as a literary hero,869,761,482,144,45,2301,"روايات, library, faith, my-library, classics, favourites, أدب-لبناني, lebanon, default, owned, osho, pdf, jesus, christian, to-buy, christianity, religión, lebanese, currently-reading, middle-east, fiction, history, genre-classics, philosophy, 1, poetry-and-literature, filosofia, translated, kahlil-gibran, non-fiction, novels, home-library, جبران-خليل-جبران, spirituality, palestine, english, arabic, in-my-library, theology, biography, american, khalil-gibran, my-shelf, novel, أديان, audio_wanted, read-in-2012, جبران, books-i-own, inspirational, jesus-the-son-of-man, world-literature, favorites, my-books, narrativa, wish-list, أدب, on-my-shelves, arabic-literature, مكتبتي, spiritual, poetry, literature, religious, كتب-مترجمة, religion, to-read"
The Broken Wings,Kahlil Gibran,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,132,3.93,2139,This is the exquisitely tender story of love that beats desperately against the taboos of Oriental tradition With great sensitivity Gibran describes his passion as a youth for Selma Karamy the girl of Beirut who first unfolded to him the secrets of love But it is a love that is doomed by a social convention which forces Selma into marriage with another man Portraying the happiness and infinite sorrow of his relationship with Selma Gibran at the same time probes the spiritual meaning of human existence with profound compassion Lightning Print On Demand Title,6069,5997,3965,1107,365,17503,"arabic-lit, favorite-books, pdf, قصص, في-مكتبتي, مكتبتي-الورقية, lebanese, terjemahan, 2021-tbr, philosophy, audiobooks, عربي, kahlil-gibran, novels, non-fiction, spirituality, e-book, unread, khalil-gibran, الروايات, gibran-khalil-gibran, novel, favorites, religion-spirituality, borrowed, أدب, favorite, مكتبتي, to-read, adult, library, my-library, romance, default, owned, 20th-century, ebook, poems, currently-reading, fiction, روايات-عربية, prose, want-to-buy, e-books, modern-klasikler-dizisi, fav, arabic-novels, spiritual, wish-list, روايات, classics, favourites, كتب-عربية, to-get, arabic-books, favourite, audio-books, جبرانيات, my-favorites, read-in-2018, arabic, in-my-library, tbr, audio, ادب, arabic-fiction, books, books-i-own, my-books, owned-books, arabic-literature, middle-east, lebanon, middle-eastern-literature, gibran, ebooks, roman, الأدب-العربي, sastra, on-shelf, to-buy, 1, translated, read-2019, جبران-خليل-جبران, kindle, english, أدب-عربي, finished, جبران, inspirational, fantasy, read-in-2020, classic, i-own, drama, own-it, رواية, poetry, literature"
Sand and Foam,Kahlil Gibran,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,100,4.06,652,A book of aphorisms poems and parables by the author of The Prophet a philosopher at his window commenting on the scene passing below,2333,2110,1167,264,91,5965,"نصوص, red, pdf, unfinished, translation, lebanese, mysticism, philosophy, audiobooks, عربي, kahlil-gibran, non-fiction, novels, to-listen, spirituality, e-book, ادبیات-عرب, khalil-gibran, gibran-khalil-gibran, felsefe, poem, world-literature, favorites, short-stories, borrowed, أدب, favorite, مكتبتي, philosophical, to-read, في-2015, ۹۹, library, my-library, bought, default, owned, 20th-century, ebook, poems, currently-reading, fiction, filosofia, modern-klasikler, modern-klasikler-dizisi, spiritual, wish-list, audio_wanted, روايات, classics, favourites, arabic-books, favourite, essays, have, جبرانيات, مترجم, reread, قصص-قصيرة, home-library, kütüphanemde, arabic, in-my-library, books, books-i-own, فلسفة, 2020-reads, my-books, owned-books, arabic-literature, translations, middle-east, خواطر, religion, lebanon, middle-eastern-literature, gibran, lebanese-literature, to-buy, completed, kütüphanemdekiler, 1, poesia, translated, جبران-خليل-جبران, kindle, english, أدب-عربي, nonfiction, gibran-khalil, أمتلكها, جبران, inspirational, read-in-2020, classic, i-own, other, شعر, poetry, literature"
